tool,iteration,duration_total_sec,duration_install_sec,duration_topology_sec,convergence_sec,cpu_min_pct,cpu_max_pct,cpu_avg_pct,mem_min_pct,mem_max_pct,mem_avg_pct,net_rx_mb,net_tx_mb,net_rx_rate_mbps,net_tx_rate_mbps,disk_read_mb,disk_write_mb,ops_count
Ansible,2,354.677,132.651,124.942,38.350,0.3,100.0,24.5,11.0,23.8,15.8,1465.02,3.04,5.208,0.010,211.68,5713.90,13
Ansible,2,309.156,151.647,111.941,38.518,0.0,100.0,22.5,12.0,24.0,16.2,1490.66,2.82,6.270,0.010,190.18,5964.90,13
Ansible,2,311.678,148.715,115.722,39.207,0.0,100.0,22.0,12.1,23.1,15.7,1488.16,2.30,6.042,0.010,258.94,5406.11,13
Ansible,2,272.291,146.470,121.636,37.473,0.1,100.0,25.9,11.7,24.4,15.4,1473.06,1.99,5.545,0.012,211.68,5758.96,13
Ansible,2,277.182,140.835,110.000,42.000,0.7,100.0,26.0,12.6,24.9,15.7,1545.00,2.76,5.863,0.010,229.90,5579.87,13
Ansible,2,267.287,145.799,113.506,35.958,0.5,100.0,20.0,11.9,24.4,16.3,1511.24,2.04,5.370,0.011,237.87,5880.57,13
Ansible,2,254.690,135.850,126.558,40.008,0.2,100.0,22.7,11.6,24.4,15.8,1442.89,3.08,5.682,0.008,192.25,5833.32,13
Ansible,2,292.302,143.691,110.000,38.500,0.3,100.0,23.2,11.3,24.7,16.3,1475.11,3.42,6.105,0.008,209.47,5455.19,13
Ansible,2,320.502,156.866,141.433,35.456,0.3,100.0,22.0,11.1,25.5,15.9,1499.38,3.12,5.579,0.011,230.48,5444.02,13
Ansible,2,316.373,133.681,140.603,41.885,0.7,100.0,23.4,11.8,24.4,15.9,1522.71,2.85,5.644,0.013,233.02,5640.13,13
Ansible,2,322.909,158.678,129.862,35.010,0.2,100.0,20.7,11.7,23.6,15.9,1404.53,2.88,6.400,0.012,249.53,5385.51,13
Ansible,2,310.023,140.159,110.000,38.633,0.1,100.0,21.7,11.8,23.8,16.1,1524.52,3.21,5.863,0.010,205.04,5235.39,13
